x,y,houhold,phouhold
355700,7639900,14.193548387096774,3.870967741935484
355700,7639700,3.903225806451613,1.064516129032258
355700,7639500,3.903225806451613,1.064516129032258
356100,7639700,0.9259259259259259,0.3333333333333333
355900,7639900,13.88888888888889,5
356100,7639500,0.9259259259259259,0.3333333333333333
355900,7639500,2.314814814814815,0.8333333333333334
356100,7639900,6.944444444444445,2.5
356300,7639500,1.7862068965517242,1.110344827586207
357700,7639500,35.213793103448275,21.889655172413793
357900,7639500,41,14
358100,7639500,17.608247422680414,8.175257731958762
358500,7639500,9.237113402061855,4.288659793814433
358300,7639500,1.1546391752577319,0.5360824742268041
360900,7639700,6.072289156626506,2.783132530120482
360500,7639500,1.1566265060240963,0.5301204819277109
360500,7639700,4.337349397590361,1.9879518072289157
360700,7639700,12.433734939759036,5.698795180722891
361300,7639500,11.907692307692308,3.9692307692307693
361100,7639500,6.092307692307692,2.0307692307692307
340100,7639700,25,2
340300,7639700,185,90
340500,7639700,71,32
340700,7639700,185,105
340900,7639700,132,68
341100,7639700,8.330769230769231,1.7538461538461538
341300,7639700,48.66923076923077,10.246153846153845
341500,7639700,97,20
341700,7639700,81,20
341900,7639700,105,43
342100,7639700,29,4
342500,7639700,7.142857142857143,0.5357142857142857
342300,7639700,32.857142857142854,2.4642857142857144
342700,7639700,21,0
343300,7639700,16.457142857142856,4.8
343500,7639900,0.6857142857142857,0.2
343100,7639700,6.857142857142857,2
344100,7640700,2.3333333333333335,0
343900,7639700,0.6666666666666666,0
343900,7640700,8.333333333333334,0
344100,7640300,0.6666666666666666,0
345500,7639700,10.285714285714286,4.571428571428571
345900,7640100,0.6428571428571429,0.2857142857142857
345900,7639700,3.857142857142857,1.7142857142857142
345700,7639700,8.678571428571429,3.857142857142857
345700,7639900,3.5357142857142856,1.5714285714285714
346100,7639700,19,3
346300,7639700,45,12
348300,7639700,15.833333333333334,4.166666666666667
348100,7639700,3.1666666666666665,0.8333333333333334
349700,7639700,0.3269230769230769,0.09615384615384616
349500,7639700,2.2884615384615383,0.6730769230769231
349300,7639700,1.9615384615384615,0.5769230769230769
349900,7639700,2.6153846153846154,0.7692307692307693
350100,7639700,9.807692307692308,2.8846153846153846
350300,7639700,2.1052631578947367,0.8421052631578947
350500,7639700,12.894736842105264,5.157894736842105
350700,7639700,28,8
350900,7639700,44,19
351100,7639700,37,14
351700,7639700,0.8,0.27692307692307694
351500,7639700,5.2,1.8
351300,7639700,20,6.923076923076923
352300,7639700,11.555555555555555,3.5555555555555554
352100,7639700,1.4444444444444444,0.4444444444444444
352500,7639700,25,8
353300,7639900,13.285714285714286,3
353300,7640100,8.857142857142858,2
353300,7639700,8.857142857142858,2
354100,7639700,6.067415730337078,3.235955056179775
353900,7639700,8.932584269662922,4.764044943820225
354700,7639700,4.45945945945946,2.972972972972973
354700,7640100,1.6216216216216217,1.0810810810810811
354700,7639900,8.91891891891892,5.945945945945946
357700,7639700,25,11
357900,7639700,19,6
358300,7639700,6.406976744186046,2.2093023255813953
358100,7639700,22.593023255813954,7.790697674418604
358500,7639700,23,15
359300,7639700,0.5238095238095238,0.19047619047619047
359500,7639700,10.476190476190476,3.8095238095238093
361300,7639700,7,2
361100,7639700,7,2
361700,7639700,5.108108108108108,2.4324324324324325
362300,7639700,0.8513513513513513,0.40540540540540543
361900,7639700,12.486486486486486,5.945945945945946
361500,7639700,2.554054054054054,1.2162162162162162
340100,7639900,73,31
340300,7639900,101,56
340500,7639900,81,33
340700,7639900,285,162
340900,7639900,123,38
341100,7639900,35,9
341300,7639900,39,14
341500,7639900,79,26
341700,7639900,88,26
341900,7639900,92,21
342100,7639900,45,9
342300,7639900,126.83365949119374,16.334637964774952
342500,7639900,5.166340508806262,0.6653620352250489
342900,7639900,16.076923076923077,0.8461538461538461
342700,7639900,2.923076923076923,0.15384615384615385
344700,7639900,0.6875,0.25
344300,7640300,1.03125,0.375
344500,7640300,1.71875,0.625
344500,7640100,1.03125,0.375
344500,7640700,2.40625,0.875
344900,7639900,1.375,0.5
344700,7640700,0.6875,0.25
344300,7640700,1.375,0.5
344300,7640500,0.6875,0.25
346100,7640300,0.82,0.16
346300,7640100,3.69,0.72
346300,7639900,36.08,7.04
346100,7639900,0.41,0.08
346500,7639900,54,11
346700,7639900,41,8
346900,7640100,43.897689768976896,6.537953795379538
347100,7640100,1.2409240924092408,0.1848184818481848
346900,7639900,1.8613861386138615,0.27722772277227725
347500,7640100,4.533333333333333,0.5333333333333333
347500,7639900,12.466666666666667,1.4666666666666666
347700,7639900,4.266666666666667,1.6
347700,7640100,11.733333333333333,4.4
347900,7639900,11,4.4
347900,7640100,4,1.6
348100,7640100,1.4285714285714286,0.8095238095238095
348300,7640100,22.142857142857142,12.547619047619047
348300,7639900,2.5,1.4166666666666667
348100,7639900,3.9285714285714284,2.2261904761904763
348900,7639900,0.9629629629629629,0.07407407407407407
348500,7639900,12.037037037037036,0.9259259259259259
349300,7639900,7.466666666666667,2.6666666666666665
349100,7639900,6.533333333333333,2.3333333333333335
349500,7639900,11,5
349700,7639900,11,6
349900,7640100,4.714285714285714,1.9642857142857142
349900,7639900,7.285714285714286,3.0357142857142856
350100,7640100,14.166666666666666,5.833333333333333
350100,7639900,2.8333333333333335,1.1666666666666667
350500,7639900,22,12
350700,7639900,32,14
350900,7639900,40,15
351100,7639900,37,6
351300,7640100,10.267326732673267,3.623762376237624
351300,7639900,6.732673267326732,2.376237623762376
351500,7639900,11,3
351700,7639900,5.054054054054054,1.1891891891891893
351700,7640100,5.513513513513513,1.2972972972972974
351700,7640300,6.4324324324324325,1.5135135135135136
351900,7640300,1.4285714285714286,0.7142857142857143
351900,7640100,6.857142857142857,3.4285714285714284
351900,7639900,4,2
352100,7639900,1.7142857142857142,0.8571428571428571
352300,7639900,24,9
352500,7639900,22,8
353500,7639900,15,6
354100,7640100,3.8181818181818183,2.4545454545454546
354300,7640100,3.8181818181818183,2.4545454545454546
354100,7639900,3.5,2.25
353900,7639900,0.9545454545454546,0.6136363636363636
354300,7639900,1.9090909090909092,1.2272727272727273
355100,7640100,7.796610169491525,3.8983050847457625
355100,7639900,12.203389830508474,6.101694915254237
355300,7640100,4.2,1.4
355300,7639900,9,3
355500,7640100,1.8,0.6
357700,7639900,22,9
357900,7639900,18,8
358500,7639900,8.886363636363637,4.704545454545454
358100,7639900,5.795454545454546,3.0681818181818183
358300,7639900,2.3181818181818183,1.2272727272727273
360100,7640100,4.383720930232558,2.2674418604651163
360300,7639900,3.372093023255814,1.744186046511628
360100,7639900,3.372093023255814,1.744186046511628
360300,7640100,14.5,7.5
359900,7640100,1.0116279069767442,0.5232558139534884
360300,7640300,2.36046511627907,1.2209302325581395
360700,7639900,10.017857142857142,3.5357142857142856
360900,7639900,6.982142857142857,2.4642857142857144
361100,7639900,11.045454545454545,6.136363636363637
361300,7639900,15.954545454545455,8.863636363636363
361500,7639900,12,7
361900,7639900,0.8780487804878049,0.5853658536585366
361700,7639900,11.121951219512194,7.414634146341464
340300,7640100,20.7,11.82857142857143
339900,7640300,0.3,0.17142857142857143
340500,7640100,49,23
340700,7640300,1.468982630272953,0.2977667493796526
340700,7640100,72.53101736972705,14.702233250620347
340900,7640100,34,2
341100,7640100,28,6
341300,7640100,27,7
341500,7640100,156,112
341700,7640100,97,30
341900,7640100,151,38
342100,7640100,170,52
342300,7640100,69,14
342500,7640100,51,7
342700,7640100,15.692307692307692,0
342900,7640100,1.3076923076923077,0
343300,7640100,7.945945945945946,1.4189189189189189
343100,7640100,20.054054054054053,3.581081081081081
346500,7640100,17,3
346700,7640100,27,8
349700,7640100,6.925925925925926,2.4444444444444446
349100,7640300,0.9444444444444444,0.3333333333333333
349500,7640500,1.5740740740740742,0.5555555555555556
349100,7640500,1.5740740740740742,0.5555555555555556
349700,7640500,2.5185185185185186,0.8888888888888888
349100,7640100,2.2037037037037037,0.7777777777777778
349700,7640300,1.2592592592592593,0.4444444444444444
350500,7640100,16.054054054054053,8.324324324324325
350300,7640100,10.945945945945946,5.675675675675675
350700,7640100,13,2
351100,7640100,3.9603960396039604,1.7821782178217822
351100,7640300,4.752475247524752,2.1386138613861387
350900,7640100,11.287128712871286,5.079207920792079
351500,7640100,13,7
352300,7640300,1,0.3333333333333333
352300,7640100,14,4.666666666666667
352500,7640300,4.2823529411764705,2.9647058823529413
352500,7640100,19.270588235294117,13.341176470588236
352500,7640500,2.447058823529412,1.6941176470588235
355700,7640100,16,6
356100,7640100,4.860759493670886,1.2151898734177216
355900,7640100,19.139240506329113,4.784810126582278
357700,7640100,11,5
357900,7640100,28,15
358100,7640100,15,8
358300,7640700,0.6138613861386139,0.19801980198019803
358300,7640100,0.3069306930693069,0.09900990099009901
358700,7640300,0.6138613861386139,0.19801980198019803
358700,7640500,1.8415841584158417,0.594059405940594
358500,7640900,0.9207920792079208,0.297029702970297
358300,7640500,19.336633663366335,6.237623762376238
358500,7640100,0.6138613861386139,0.19801980198019803
358300,7640300,6.752475247524752,2.1782178217821784
359300,7640300,35.4051724137931,14.35344827586207
359300,7640100,1.5948275862068966,0.646551724137931
360500,7640100,11,3
360700,7640100,23,10
360900,7640100,12,4
361300,7640100,10.108695652173912,5.391304347826087
361100,7640100,4.891304347826087,2.608695652173913
361500,7640100,15.333333333333334,9.06060606060606
361500,7640300,6.666666666666667,3.9393939393939394
361900,7640300,1.2857142857142858,0.673469387755102
361700,7640300,6.857142857142857,3.5918367346938775
361700,7640100,12.857142857142858,6.73469387755102
340900,7640300,20,1
341300,7640300,5.95,1.4
341100,7640300,28.05,6.6
341500,7640300,69,21
341700,7640300,339,149
341900,7640300,33,4
342100,7640300,20,3
342300,7640300,45,5
342500,7640300,47,7
343300,7640300,32.35294117647059,12.016806722689076
343100,7640300,2.6470588235294117,0.9831932773109243
346700,7640300,15,5
346900,7640300,27,4
347300,7640300,13.464566929133857,0.7480314960629921
347100,7640300,4.535433070866142,0.25196850393700787
347500,7640300,14,2
347700,7640300,34,9
347900,7640300,33,9
348100,7640300,12,4
348500,7640500,2,0.6
348300,7640300,12.571428571428571,3.7714285714285714
348300,7640500,5.428571428571429,1.6285714285714286
350100,7640300,10.705882352941176,4.078431372549019
350100,7640500,5.352941176470588,2.0392156862745097
349900,7640300,4.9411764705882355,1.8823529411764706
350300,7640300,7.173913043478261,3.260869565217391
350300,7640500,3.8260869565217392,1.7391304347826086
350700,7640500,3.8181818181818183,2.4545454545454546
350700,7640300,1.2727272727272727,0.8181818181818182
350500,7640500,0.6363636363636364,0.4090909090909091
350500,7640300,8.272727272727273,5.318181818181818
351300,7640300,26,12
351500,7640300,50,12
354300,7640300,2.625,1.125
354300,7640700,3.2083333333333335,1.375
352700,7640700,2.3333333333333335,1
354100,7640300,2.625,1.125
354100,7640700,6.416666666666667,2.75
354100,7640500,2.625,1.125
353100,7640500,1.1666666666666667,0.5
354500,7640300,9.21951219512195,4.609756097560975
354500,7640700,3.073170731707317,1.5365853658536586
354500,7640500,1.7073170731707317,0.8536585365853658
354700,7640300,8.516129032258064,5.67741935483871
354700,7640500,3.4838709677419355,2.3225806451612905
354900,7640500,1.9642857142857142,1.25
354900,7640300,9.035714285714286,5.75
355100,7640500,0.3968253968253968,0.1746031746031746
355300,7640500,0.7936507936507936,0.3492063492063492
355100,7640300,17.857142857142858,7.857142857142857
355300,7640300,5.9523809523809526,2.619047619047619
355700,7640300,13.72549019607843,4.117647058823529
355500,7640300,6.2745098039215685,1.8823529411764706
355900,7640300,13.377777777777778,4.777777777777778
356100,7640300,14.622222222222222,5.222222222222222
357900,7640300,15.545454545454545,7.7727272727272725
357900,7640500,2.4545454545454546,1.2272727272727273
358100,7640300,19,12
360900,7640500,1.0754716981132075,0.5660377358490566
360700,7640300,8.962264150943396,4.716981132075472
360700,7640500,1.4339622641509433,0.7547169811320755
360900,7640300,6.811320754716981,3.5849056603773586
360500,7640300,0.71698113207547165,0.37735849056603776
361300,7640300,1.6595744680851063,0.8936170212765957
361100,7640300,11.340425531914894,6.1063829787234045
375500,7640500,1.7424242424242424,0.9090909090909091
375700,7640300,2.787878787878788,1.4545454545454546
375700,7640500,16.37878787878788,8.545454545454545
375700,7640700,2.090909090909091,1.0909090909090908
340900,7641300,1.2244897959183674,0.24489795918367346
340100,7640700,0.9183673469387755,0.1836734693877551
340700,7640500,0.9183673469387755,0.1836734693877551
341100,7641700,1.2244897959183674,0.24489795918367346
340100,7640500,0.6122448979591837,0.12244897959183673
340900,7640900,1.530612244897959,0.30612244897959184
339900,7641900,1.2244897959183674,0.24489795918367346
339900,7641700,0.30612244897959184,0.061224489795918366
340900,7641100,1.530612244897959,0.30612244897959184
340100,7641900,0.6122448979591837,0.12244897959183673
340700,7640900,1.530612244897959,0.30612244897959184
341100,7641100,1.2244897959183674,0.24489795918367346
340500,7641100,2.142857142857143,0.42857142857142855
341700,7640500,174,97
341900,7640500,24,1
342100,7640500,46,13
342300,7640500,57,30
342500,7640500,70,50
342700,7640500,89.5233644859813,23.102803738317757
342900,7640500,3.4766355140186915,0.897196261682243
343500,7640500,8.564705882352941,1.3176470588235294
343100,7640500,0.3058823529411765,0.047058823529411764
343300,7640500,17.129411764705882,2.635294117647059
346700,7640500,1.5272727272727273,0.36363636363636365
346500,7640500,4.2,1
346900,7640500,15.272727272727273,3.6363636363636362
347100,7640500,15,7
347300,7640500,31,5
347500,7640500,34,4
347700,7640500,15,0
347900,7640500,27,6
348100,7640500,28,6
351300,7640500,19.6875,5.625
351100,7640500,1.3125,0.375
351500,7640500,29,7
351700,7640500,16.892307692307693,1.876923076923077
351900,7640500,1.1076923076923078,0.12307692307692308
355500,7640500,18,8
355700,7640500,16,4
355900,7640500,16,6
356100,7640500,19,7
356300,7640500,1.02,0.24
356500,7640700,0.34,0.08
356300,7640700,0.68,0.16
356300,7640900,14.96,3.52
358100,7640500,28.857142857142858,13.466666666666667
358100,7640700,1.1428571428571428,0.5333333333333333
359500,7644500,1.7708333333333333,1.1458333333333333
359300,7640500,1.7708333333333333,1.1458333333333333
359300,7643500,2.8333333333333335,1.8333333333333333
359700,7644500,0.7083333333333334,0.4583333333333333
359300,7643300,4.604166666666667,2.9791666666666665
359300,7643900,5.3125,3.4375
341700,7640700,76,24
341900,7640700,72,37
342100,7640700,64,26
342300,7640700,90,50
342500,7640700,95,45
342700,7640700,31,12
343300,7640700,12.551020408163266,3.3469387755102042
343100,7640700,2.4489795918367347,0.6530612244897959
343500,7640700,24,6
343700,7640700,45,6
346900,7640900,3.9382716049382718,0.9506172839506173
346700,7640900,1.4320987654320987,0.345679012345679
346900,7641100,12.530864197530864,3.0246913580246915
346700,7641100,0.7160493827160493,0.1728395061728395
347100,7640700,2.1481481481481484,0.5185185185185185
347100,7641100,8.234567901234568,1.9876543209876543
347300,7640700,22.523076923076925,3.753846153846154
347300,7640900,1.476923076923077,0.24615384615384617
347500,7640900,6.375,1.859375
347500,7640700,17.625,5.140625
347700,7640700,14,8
348300,7640700,5.550561797752809,1.9213483146067416
347900,7640700,7.595505617977528,2.6292134831460676
348100,7640700,12.853932584269662,4.449438202247191
349100,7640900,5,2.5
349100,7641100,10.666666666666666,5.333333333333333
349100,7640700,2.3333333333333335,1.1666666666666667
350300,7640900,7.445454545454545,2.1
350300,7640700,3.190909090909091,0.9
350300,7641100,28.363636363636363,8
350500,7640900,1.8309859154929577,0.704225352112676
350500,7641100,19.408450704225352,7.464788732394366
350500,7640700,4.76056338028169,1.8309859154929577
350700,7640700,3,1.2857142857142858
350700,7641100,6.75,2.892857142857143
350700,7640900,11.25,4.821428571428571
351300,7640700,9.236842105263158,2.8421052631578947
350900,7640700,1.0263157894736843,0.3157894736842105
351100,7640700,2.736842105263158,0.8421052631578947
351500,7640700,16,7
352100,7640900,0.7941176470588235,0.4411764705882353
351900,7641300,0.7941176470588235,0.4411764705882353
351700,7640900,3.176470588235294,1.7647058823529411
352100,7641100,1.1911764705882353,0.6617647058823529
351700,7640700,21.044117647058822,11.691176470588236
355100,7640700,3.070588235294118,0.9529411764705882
355500,7640700,8.529411764705882,2.6470588235294117
355300,7640700,17.4,5.4
355700,7641100,3.473684210526316,1.5789473684210527
355900,7640700,6.56140350877193,2.982456140350877
355700,7640700,0.7719298245614035,0.3508771929824561
355900,7640900,2.3157894736842106,1.0526315789473684
355700,7640900,8.87719298245614,4.035087719298246
356100,7640700,1.4953271028037383,0.4485981308411215
356100,7640900,9.719626168224298,2.9158878504672896
356100,7641300,10.093457943925234,3.02803738317757
356100,7641100,18.69158878504673,5.607476635514018
339500,7641900,1.3636363636363635,0.3409090909090909
338700,7641100,0.5454545454545454,0.13636363636363635
338700,7641500,0.5454545454545454,0.13636363636363635
339500,7641100,1.6363636363636365,0.4090909090909091
339500,7640900,0.5454545454545454,0.13636363636363635
338700,7641700,1.6363636363636365,0.4090909090909091
339300,7641100,3.272727272727273,0.8181818181818182
339100,7641500,1.0909090909090908,0.2727272727272727
338700,7641300,1.3636363636363635,0.3409090909090909
341700,7640900,141.55329949238578,89.19796954314721
341500,7641700,1.8527918781725887,1.16751269035533
341500,7641500,2.5939086294416245,1.634517766497462
341900,7640900,319,221
342100,7640900,182,75
342300,7640900,70,28
342500,7640900,58,34
342700,7640900,15,2
342900,7640900,1.464968152866242,0.5414012738853503
342900,7641100,44.53503184713376,16.45859872611465
343300,7640900,12,4
343500,7641100,0.2898550724637681,0.10144927536231885
343700,7640900,10.434782608695652,3.652173913043478
343500,7640900,6.956521739130435,2.4347826086956523
343700,7641100,2.318840579710145,0.8115942028985508
343900,7640900,25,0
344100,7640900,17,0
344500,7640900,2.1176470588235294,0.35294117647058826
344500,7641100,0.7058823529411765,0.11764705882352941
344300,7641100,14.470588235294118,2.411764705882353
344300,7640900,0.7058823529411765,0.11764705882352941
344700,7641300,1.641025641025641,0.6153846153846154
344900,7641700,1.641025641025641,0.6153846153846154
344700,7641700,4.923076923076923,1.8461538461538463
344700,7640900,2.051282051282051,0.7692307692307693
345100,7641100,1.641025641025641,0.6153846153846154
344900,7641100,1.641025641025641,0.6153846153846154
344900,7640900,0.41025641025641024,0.15384615384615385
344700,7641500,1.2307692307692308,0.46153846153846156
345300,7641100,0.41025641025641024,0.15384615384615385
344900,7641300,0.41025641025641024,0.15384615384615385
347700,7640900,12,3
349700,7640900,0.36585365853658536,0.14634146341463414
349700,7641100,1.4634146341463414,0.5853658536585366
349300,7640900,2.5609756097560976,1.024390243902439
349300,7641300,9.146341463414634,3.658536585365854
349300,7641100,1.4634146341463414,0.5853658536585366
350100,7640900,5.863387978142076,2.2185792349726774
350100,7641100,28.306010928961747,10.710382513661202
349900,7640900,0.8087431693989071,0.30601092896174864
349900,7641100,2.021857923497268,0.7650273224043715
350900,7640900,5.098039215686274,2.2941176470588234
350900,7641100,14.901960784313726,6.705882352941177
351300,7640900,5.714285714285714,1.7142857142857142
351500,7640900,0.8163265306122449,0.24489795918367346
351300,7641100,0.8163265306122449,0.24489795918367346
351100,7641100,6.122448979591836,1.836734693877551
351100,7640900,6.530612244897959,1.9591836734693877
354300,7640900,1.411764705882353,0.9882352941176471
354100,7640900,6.823529411764706,4.776470588235294
354300,7641100,2.3529411764705883,1.6470588235294117
353700,7640900,4.9411764705882355,3.458823529411765
353700,7641100,0.23529411764705882,0.16470588235294117
353500,7641100,4.235294117647059,2.9647058823529413
354900,7641300,11.846153846153847,5.923076923076923
354500,7640900,1.6923076923076923,0.8461538461538461
354900,7641500,8.461538461538462,4.230769230769231
355500,7640900,19.016949152542374,12.101694915254237
355300,7640900,2.983050847457627,1.8983050847457628
341900,7641100,57,40
342100,7641100,32,12
342300,7641100,61,31
342500,7641100,74,29
342700,7641100,61,25
343100,7641100,2.27027027027027,1.135135135135135
343100,7641300,9.72972972972973,4.864864864864865
343900,7641100,24,2
344100,7641100,25,4
347700,7641100,16,2
347900,7641100,11,3
348500,7641100,5.090909090909091,1.4545454545454546
348300,7641300,1.2727272727272727,0.36363636363636365
348300,7641100,2.121212121212121,0.6060606060606061
348500,7641300,5.515151515151516,1.5757575757575757
355100,7641100,7.666666666666667,3.6666666666666665
355100,7641300,15.333333333333334,7.333333333333333
355500,7641300,6.101694915254237,3.9661016949152543
355300,7641300,4.067796610169491,2.6440677966101696
355500,7641100,6.101694915254237,3.9661016949152543
355300,7641100,3.7288135593220337,2.4237288135593222
356300,7641300,2.7889908256880735,1.0275229357798166
356300,7641100,16.211009174311926,5.972477064220183
358500,7641500,0.8461538461538461,0.38461538461538464
358100,7641100,0.8461538461538461,0.38461538461538464
358300,7642300,1.2692307692307692,0.5769230769230769
358300,7641700,3.3846153846153846,1.5384615384615385
358100,7641900,1.6923076923076923,0.7692307692307693
358100,7642100,2.1153846153846154,0.9615384615384616
357900,7641900,0.8461538461538461,0.38461538461538464
358700,7641100,1.565217391304348,1.173913043478261
359100,7641100,1.565217391304348,1.173913043478261
358900,7642300,3.652173913043478,2.739130434782609
359100,7642100,2.0869565217391304,1.565217391304348
358900,7641900,3.130434782608696,2.347826086956522
341900,7641300,2.2920353982300883,0.12389380530973451
342100,7641300,34.70796460176991,1.8761061946902655
342300,7641300,60,22
342500,7641300,84,48
342700,7641300,41,6
342900,7641300,26,10
344100,7641300,4.819277108433735,1.3493975903614457
343900,7641900,18.97590361445783,5.313253012048193
344100,7641500,0.9036144578313253,0.25301204819277107
343900,7641300,0.30120481927710846,0.08433734939759036
344500,7641300,5.1692307692307695,1.2923076923076924
344300,7641300,6.8307692307692305,1.7076923076923076
347300,7641700,2.8656716417910446,0.7164179104477612
347100,7641300,1.0746268656716418,0.26865671641791045
346700,7641700,1.4328358208955223,0.3582089552238806
347300,7641500,1.0746268656716418,0.26865671641791045
346900,7641300,1.4328358208955223,0.3582089552238806
347300,7641900,16.119402985074625,4.029850746268656
347700,7641500,4,0.5
347700,7641300,12,1.5
347900,7641300,12.333333333333334,3.9242424242424243
348100,7641300,9.666666666666666,3.0757575757575757
350100,7641300,19.933333333333334,9.533333333333333
349900,7641300,3.066666666666667,1.4666666666666666
350300,7641300,25,10
350500,7641300,42.30769230769231,13.538461538461538
350700,7641300,7.6923076923076925,2.4615384615384617
353300,7641300,0.7368421052631579,0.45614035087719296
353700,7642100,0.3684210526315789,0.22807017543859648
354100,7642100,1.105263157894737,0.6842105263157895
354300,7641300,1.8421052631578947,1.1403508771929824
353300,7641500,1.4736842105263157,0.9122807017543859
353900,7641900,2.5789473684210527,1.5964912280701755
353300,7642100,1.8421052631578947,1.1403508771929824
353100,7641700,1.8421052631578947,1.1403508771929824
353700,7642300,0.3684210526315789,0.22807017543859648
353500,7644700,1.105263157894737,0.6842105263157895
353500,7641900,1.4736842105263157,0.9122807017543859
354300,7642100,1.105263157894737,0.6842105263157895
354100,7641300,3.3157894736842106,2.0526315789473686
353500,7641300,1.105263157894737,0.6842105263157895
353500,7641500,0.7368421052631579,0.45614035087719296
375500,7641500,4.48,1.68
375700,7641300,0.32,0.12
375500,7641300,4.16,1.56
375700,7641700,1.28,0.48
375500,7641700,5.76,2.16
341900,7641500,0.3070539419087137,0.06639004149377593
342100,7641500,36.69294605809129,7.933609958506224
342300,7641500,51,5
342500,7641500,60,20
342700,7641500,38,9
342900,7641900,0.8307692307692308,0.3230769230769231
342900,7641500,1.3846153846153846,0.5384615384615384
342900,7642100,0.5538461538461539,0.2153846153846154
342900,7641700,3.6,1.4
343300,7642100,0.27692307692307694,0.1076923076923077
343100,7642300,6.923076923076923,2.6923076923076925
343100,7641900,0.27692307692307694,0.1076923076923077
343100,7641700,4.153846153846154,1.6153846153846154
347900,7641500,1.375,0.125
348100,7641500,9.625,0.875
348300,7641500,12,1
348500,7641500,2,0.16666666666666666
348500,7641700,22,1.8333333333333333
348700,7641500,3.5365853658536586,1.2195121951219512
348700,7641700,1.0609756097560976,0.36585365853658536
348700,7641900,23.341463414634145,8.048780487804878
348900,7641900,1.0609756097560976,0.36585365853658536
349300,7641500,0.3076923076923077,0.07100591715976332
349500,7641500,8.461538461538462,1.952662721893491
349300,7641700,8.923076923076923,2.059171597633136
349500,7641700,8.307692307692308,1.9171597633136095
349700,7641500,20.863636363636363,3.8636363636363638
349700,7641700,6.136363636363637,1.1363636363636365
350100,7641500,23.790697674418606,3.8372093023255816
349900,7641500,7.209302325581396,1.1627906976744187
350300,7641500,25,7
350700,7641500,0.7407407407407407,0.2962962962962963
350500,7641500,19.25925925925926,7.703703703703703
351700,7641700,0.9166666666666666,0.3333333333333333
351700,7641900,8.25,3
351900,7641500,0.6111111111111112,0.2222222222222222
351900,7641700,0.6111111111111112,0.2222222222222222
351900,7641900,0.6111111111111112,0.2222222222222222
355100,7641500,3.7560975609756095,2.1463414634146343
355300,7641500,10.24390243902439,5.853658536585366
355500,7641500,13,1
355700,7641500,1.0298507462686568,0.3582089552238806
355900,7641700,1.373134328358209,0.47761194029850745
355900,7641900,2.4029850746268657,0.835820895522388
356100,7641500,6.522388059701493,2.2686567164179103
355700,7641900,1.0298507462686568,0.3582089552238806
356100,7641700,6.17910447761194,2.1492537313432836
355700,7641700,4.462686567164179,1.5522388059701493
356500,7641500,6.923076923076923,1.8461538461538463
356300,7641500,6.153846153846154,1.641025641025641
356300,7641700,1.9230769230769231,0.5128205128205128
337900,7642300,9.333333333333334,2.871794871794872
337700,7641700,0.6666666666666666,0.20512820512820512
337900,7642100,0.3333333333333333,0.10256410256410256
337900,7641900,1.3333333333333333,0.41025641025641024
337900,7641700,1.3333333333333333,0.41025641025641024
342100,7641700,40,20
342300,7641700,56,19
342700,7641700,0.3024390243902439,0.01951219512195122
342500,7641700,30.697560975609758,1.9804878048780488
347700,7641700,2,0.3333333333333333
347500,7641700,16,2.6666666666666665
347900,7641700,5.818181818181818,1.4545454545454546
348100,7641700,10.181818181818182,2.5454545454545454
348300,7641700,19,3
349900,7641700,22,6
350100,7641700,16,8
350300,7641700,36,17
355500,7641700,12.279069767441861,5.372093023255814
355300,7641700,3.7209302325581395,1.627906976744186
337500,7641900,18.441176470588236,1.6764705882352942
336900,7642300,0.9705882352941176,0.08823529411764706
336300,7642100,0.6470588235294118,0.058823529411764705
336700,7641900,1.9411764705882353,0.17647058823529413
338100,7642100,16.625,3.5
338500,7641900,1.1875,0.25
338300,7642100,1.1875,0.25
341300,7641900,53,10
342100,7641900,24,7
342300,7641900,44,5
342500,7642100,15.568965517241379,0.7413793103448276
342500,7641900,5.431034482758621,0.25862068965517243
343700,7641900,18.88888888888889,2.8333333333333335
343500,7642900,0.5555555555555556,0.08333333333333333
343700,7642100,0.5555555555555556,0.08333333333333333
345100,7642700,1.736842105263158,0.7894736842105263
344500,7642500,0.868421052631579,0.39473684210526316
345300,7642900,0.5789473684210527,0.2631578947368421
344500,7642900,1.4473684210526316,0.6578947368421053
344900,7641900,2.6052631578947367,1.1842105263157894
344700,7641900,1.4473684210526316,0.6578947368421053
345500,7642500,2.3157894736842106,1.0526315789473684
347700,7641900,3.4833333333333334,0.36666666666666664
347500,7641900,15.516666666666667,1.6333333333333333
347900,7641900,0.8148148148148148,0.4444444444444444
348100,7641900,5.296296296296297,2.888888888888889
348300,7641900,4.888888888888889,2.6666666666666665
348500,7641900,16,5
349500,7641900,20.25974025974026,2.3376623376623376
349100,7641900,0.6753246753246753,0.07792207792207792
349300,7641900,5.064935064935065,0.5844155844155844
349700,7641900,14,3
350100,7641900,3.4862385321100917,1.2844036697247707
349900,7641900,15.513761467889909,5.715596330275229
350300,7641900,5.8,2.32
350300,7642100,9.2,3.68
350500,7642100,2.769230769230769,1.3846153846153846
350500,7642300,6.461538461538462,3.230769230769231
350500,7641900,2.1538461538461537,1.0769230769230769
350700,7642300,4.615384615384615,2.3076923076923075
351300,7642100,2.375,1.25
351300,7641900,5.428571428571429,2.857142857142857
350900,7642100,2.0357142857142856,1.0714285714285714
