SP95,x,y,nbStations
1.318,859049.5163801374,6523894.365151704,1
1.5,847742.8208584825,6300574.1263480885,1
1.301,549180.1649170585,6784562.887609329,1
1.359,615724.3436886624,6839102.26615541,1
1.379,648908.5642032517,6343399.989381767,1
1.303,894947.8557271457,6469590.586734183,1
1.39,975379.0869847812,6493459.193069863,1
1.306,823436.182664356,6966456.115632998,1
1.389,586682.6454495139,6395537.472400923,1
1.341,478310.4176569021,6907752.622240108,1
1.429,667571.1013371091,6364322.207213363,1
1.292,443161.6718884393,6535097.373851097,1
1.733,234148.69526803552,6711437.850337913,1
1.328,1045838.3279200526,6839520.7281195205,1
1.319,630991.4242687576,6681590.774693532,1
1.359,721687.1569439492,6737503.955036992,1
1.289,880137.3625083109,6438817.597582089,1
1.48,852127.528185487,6639430.589901669,1
1.312,998853.310801774,6470144.156151084,1
1.42,562631.4393060495,6325111.157237136,1
1.352,654831.3785972712,6825813.051963442,1
1.349,393603.15194998984,6855007.399359389,1
1.339,983314.1914310075,6727049.594753379,1
1.45,616650.3495778998,6444039.416257889,1
1.47,1231111.2675637794,6123389.7827882795,1
1.302,557899.8147812684,6933199.0082590375,1
1.488,967604.718674888,6781527.66717237,1
1.59,1021309.633547863,6293540.925401104,1
1.476,774337.6033774894,6556322.8551274985,1
1.53,528988.2343964878,6294496.482177053,1
1.294,738844.5397634407,6657752.230858173,1
1.294,451430.25894614105,6565010.081966547,1
1.47,557234.9280320086,6319005.529868186,1
1.283,896367.6741286656,6252020.024821335,1
1.45,620932.6261234427,6609123.8115699105,1
1.406,762069.8304798933,6687213.341387777,1
1.348,853065.8624797292,6527322.210609449,1
1.349,1029927.3543318724,6834983.340028916,1
1.293,464693.2720772526,6454117.827534938,1
1.439,921679.1179948965,6774586.442563809,1
1.309,560635.6460115276,6277434.665495929,1
1.464,608837.6892143455,6353859.903955075,1
1.291,434011.83806975925,6586994.8937480925,1
1.468,950328.3648020562,6524662.501440647,1
1.359,860201.4008204046,6852676.47200577,1
1.303,926496.8221068587,6854385.089755043,1
1.355,719557.8659019592,6504814.077809645,1
1.389,782560.679790024,6548666.584947877,1
1.369,969740.4728743071,6892662.781201554,1
1.311,256086.5872856842,6870003.495582549,1
1.419,644099.305176713,6417975.673759239,1
1.337,1016586.9743782871,6764254.220637794,1
1.495,1218609.1164906796,6169063.612805137,1
1.349,377610.112294505,6865769.651174787,1
1.3,864415.9888966009,6306166.003871242,1
1.313,936240.6111350483,6695840.403917166,1
1.369,333306.2462647141,6706732.659977288,1
1.374,626266.800815632,6881524.843523769,1
1.329,779431.8331888837,6796518.670836183,1
1.369,871972.0100237429,6279578.070577296,1
1.311,536920.1636686013,6379206.022072974,1
1.359,358453.3493624293,6323506.316506052,1
1.289,796899.3405048894,6276050.303675085,1
1.45,974864.3131590277,6834181.1153702615,1
1.373,707171.5024150894,7067697.949320367,1
1.386,356109.06896009104,6239140.375642254,1
1.49,430457.4125371411,6407062.954993629,1
1.303,538552.7335575267,6379037.136861566,1
1.37,847071.4019278918,6301054.3083749255,1
1.316,632680.7522044788,6328472.34423797,1
1.369,610742.5079848991,6714102.88789238,1
1.48,467085.7533595692,6647270.907630937,1
1.349,442906.0892337558,6724277.584749479,1
1.446,456040.94329986966,6657064.321035647,1
1.349,172720.45197664236,6792053.904650148,1
1.296,691140.8985170607,7034140.391537814,1
1.315,624108.9091208919,6156327.398762263,1
1.301,639320.1492196037,6884876.331565668,1
1.44,548449.6999779071,6672960.134432317,1
1.4,830735.8134701122,6511581.094307876,1
1.438,707282.4693340885,6557727.659570824,1
1.312,689793.3971716807,6303714.457506556,1
1.359,919541.7449893141,6651133.089453504,1
1.539,408164.49382940156,6890504.44219477,1
1.284,803225.3094312398,6297252.264504708,1
1.304,462222.70000363304,6524312.648753587,1
1.295,370243.56292847643,6910856.509378522,1
1.32,706985.960137248,6437277.953257805,1
1.444,433828.4195156234,6435668.527120946,1
1.42,887001.5085785354,6259593.290943896,1
1.379,342807.10193449736,6689943.305794693,1
1.339,1006638.4512364749,6879228.602264785,1
1.339,831866.9314719647,6286750.937798957,1
1.48,600410.3109815185,6410580.984649974,1
1.359,415122.6239619166,6410341.818468957,1
1.335,690543.1428705471,7044430.309330167,1
1.304,689624.4079582866,6845517.179096607,1
1.469,568989.695513676,6326535.609411933,1
1.358,523671.21365209174,6409158.517462549,1
1.339,363406.1201606953,6628580.121320524,1
1.307,507806.48739597446,6346798.015266634,1
1.3,721419.6288499819,6249019.461326316,1
1.339,851715.663309607,6538270.446066883,1
1.309,804817.9787638871,6621009.433604021,1
1.329,855016.2654822944,6448544.797707439,1
1.51,562612.6663331774,6926222.71205583,1
1.293,653447.4029216402,6743406.313519624,1
1.403,761441.3050793732,6653944.961192616,1
1.329,497533.37176092726,6661234.964118597,1
1.398,933042.8288314473,6664321.004940477,1
1.349,929555.933303301,6501630.240745266,1
1.357,894247.5283887656,6241804.929100943,1
1.376,449748.68094992504,6800752.517936298,1
1.393,800654.3666318362,6711011.800901402,1
1.496,1210720.5467280676,6171512.417485187,1
1.292,652750.7691544052,7069120.138357968,1
1.351,682029.1440454928,6939065.083573495,1
1.449,932291.4080318208,6805391.280738676,1
1.369,945616.621931325,6389791.244310198,1
1.369,583107.78575587,6571558.154593866,1
1.349,368838.4192854375,6826887.712089541,1
1.379,369410.24195085815,6885958.107493205,1
1.49,897814.2092570722,6247601.6045488715,1
1.47,953672.2261475369,6390504.644738676,1
1.368,742152.0027743281,6749954.345178671,1
1.368,589412.209966295,7001074.334393629,1
1.528,645545.142572911,6495560.037318284,1
1.44,1232916.3304171166,6175987.883325964,1
1.47,1228131.741441066,6199746.070868473,1
1.388,362140.5810565902,6352858.976520933,1
1.302,700867.6717526464,6185970.681109684,1
1.369,943359.9808901183,6278833.837907451,1
1.329,451262.0124134122,6621227.6052799765,1
1.429,796523.8727299517,6504672.101919445,1
1.342,542048.2677121807,6361755.128275014,1
1.359,909784.9158544609,6649706.2046184745,1
1.379,418915.8801384745,6792694.322127584,1
1.355,350844.18037599075,6962131.706743133,1
1.38,867892.3583393585,6685126.33167688,1
1.363,601955.00410013,6982270.597905473,1
1.307,531828.0118789686,6265722.125479652,1
1.308,421765.306754277,6228134.98264734,1
1.39,824272.4753789519,6640070.636718935,1
1.335,838295.1533241087,6484187.482049412,1
1.349,816995.9137645595,6847007.873908905,1
1.372,842049.8982512887,6511426.817912301,1
1.337,232659.60527828347,6765751.763990949,1
1.375,692984.2964999905,6239385.059802176,1
1.361,1024484.9413592012,6750770.438539573,1
1.305,801542.1053774643,6568086.094270501,1
1.429,916422.3852178707,6503189.216416323,1
1.353,658910.170027594,7105766.719994464,1
1.362,768873.3119918616,7021639.38981041,1
1.49,759346.0636603471,6524381.40851061,1
1.339,590875.0956729464,6674691.065021389,1
1.335,999989.8833565246,6267471.658129941,1
1.389,529114.0166878607,6236839.907651147,1
1.35,296694.20122313435,6759258.114893824,1
1.348,925326.1287781395,6865088.49423003,1
1.528,888472.7802374754,6408266.063685591,1
1.365,541569.6966146441,6331445.012838028,1
1.356,723795.7272846039,6675094.441954763,1
1.461,1040735.6403342821,6295616.83828487,1
1.469,635371.6322135327,6882527.960731184,1
1.373,800046.80580954,6577553.04467299,1
1.317,538142.6952645724,6311083.4656337965,1
1.499,898172.9756088983,6656694.070100769,1
1.349,930235.5163490672,6226207.934524665,1
1.48,594824.2463770442,6702359.344494978,1
1.334,1030850.1004092086,6807247.2126332885,1
1.298,368141.63463316543,6958532.272978187,1
1.479,847261.6107934476,6788725.57774019,1
1.291,520028.49946376326,6919232.429307504,1
1.385,559618.2911636962,6925528.5093525,1
1.312,972227.6554577253,6560118.958404335,1
1.327,1049081.999072637,6830563.735054836,1
1.44,695718.8005351172,6239707.264872305,1
1.322,498863.28803104116,6943822.3378644185,1
1.409,577691.4928474057,6284481.362686149,1
1.342,1019717.1764047609,6812920.482784537,1
1.547,667153.5852958449,7069920.718172019,1
1.34,259866.47534859832,6853682.223997315,1
1.294,988971.2268440444,6270246.879385088,1
1.487,1178287.7357736712,6109566.693612262,1
1.339,919378.6830765763,6257482.299218079,1
1.359,772135.3468901939,6439233.770410281,1
1.346,712476.0732505684,6540862.407350985,1
1.338,988512.2397941793,6719660.19842543,1
1.47,813464.0066765145,6504482.554705026,1
1.356,423693.3034702706,6303226.136307784,1
1.306,824512.404591355,6962128.4028665945,1
1.45,930484.578028627,6855469.057341866,1
1.359,756706.5939633423,6479657.908017735,1
1.39,1029496.4573524168,6821491.5019857185,1
1.399,548775.1334706636,6210396.566646724,1
1.335,391360.01667252474,6475816.773465364,1
1.379,703834.5069269559,6857410.514469045,1
1.39,950774.8266206564,6332150.330511319,1
1.48,250125.7008004845,6747537.96591423,1
1.349,461747.9821514934,6899372.572990846,1
1.395,845406.2019081868,6442696.018529782,1
1.309,954751.0760590225,6522369.445106976,1
1.427,710814.5578107822,6935613.5544637535,1
1.37,768298.4989951422,6779208.881333337,1
1.428,755306.3625292587,6729836.825030497,1
1.309,856208.1399353669,6950809.4164613495,1
1.357,626130.8845778934,6802607.104888482,1
1.409,187465.18552247115,6772957.1579527175,1
1.389,851029.7817100313,6891423.635440164,1
1.304,342774.40203387244,6258700.824656322,1
1.54,375540.96589115536,6518333.3634462375,1
1.34,709069.5696740437,7065020.543633217,1
1.398,548525.5484472273,6210667.365169427,1
1.469,829562.8894805122,6526397.8200895395,1
1.287,828264.8620176857,6309508.55719049,1
1.369,967054.2050468555,6875436.13322275,1
1.349,790017.3257133006,6368121.9492663825,1
1.333,498591.66437021014,6613435.4026450105,1
1.46,506210.33847808244,6345755.2348671965,1
1.349,658841.4280284805,6626524.359839252,1
1.317,548062.0666923167,6212830.458324743,1
1.489,464421.68148336955,6240435.714295091,1
1.375,960042.2010487188,6764412.322334102,1
1.303,892569.4413236298,6905173.018338952,1
1.45,567824.5454987519,6526980.456984936,1
1.391,695253.157403079,6625651.842078721,1
1.37,653329.0904583018,7007068.471581534,1
1.299,865615.8707256254,6523646.236261807,1
1.355,342955.3582826011,6292850.890508012,1
1.332,844318.6417656224,6317279.08353844,1
1.379,927844.2871889111,6534438.424723749,1
1.31,748351.1393192479,6572366.56239514,1
1.383,688406.6780193053,6525321.967939018,1
1.377,795040.9707633252,6609564.830146971,1
1.62,1030683.4401346637,6827327.0672363965,1
1.331,812163.8796540898,6305211.2273451835,1
1.398,405686.2869544301,6462032.709140408,1
1.54,738839.602305995,7030376.630634083,1
1.409,468008.8159000757,6755612.884746352,1
1.325,553593.8673471827,6746559.611623418,1
1.45,523118.71455036954,6533218.230688865,1
1.311,810909.0431845038,6634702.7455684,1
1.349,163245.79996885045,6772562.529738429,1
1.35,831599.7326648554,6302454.5598402945,1
1.349,568355.660525423,6295490.010059649,1
1.449,990742.3774714186,6733311.98579021,1
1.303,550563.1031412336,6702275.816446316,1
1.409,589909.4827221438,6343055.610159572,1
1.42,352966.0671539586,6728357.816240987,1
1.458,489061.29669542087,6440662.765792158,1
1.51,1216609.0063335963,6052247.1043740995,1
1.337,798374.0499524925,6294445.706715322,1
1.329,854445.1619587534,6520655.954273902,1
1.359,428808.2670258147,6782363.678857331,1
1.372,913486.1436829616,6590551.735805205,1
1.51,505476.7644391145,6284904.973760119,1
1.439,647719.7063263304,6267853.72990406,1
1.347,608778.9508965648,6425701.309184261,1
1.449,662371.5577843271,6845692.026632701,1
1.43,839019.9950047239,6407895.750032449,1
1.308,710315.36130508,6819647.7824933715,1
1.349,430024.19374698406,6429937.7191818245,1
1.49,878025.4795611512,6500958.587655806,1
1.306,436789.4514411986,6236023.45075982,1
1.315,567459.7841776045,6532693.219269601,1
1.349,805036.7535013523,6487171.617713404,1
1.47,226150.37698256492,6759651.613682986,1
1.436,984472.3922070491,6705515.122069632,1
1.302,790889.6747520822,6466376.140398538,1
1.319,522052.61443972366,6225336.751296902,1
1.329,1024959.3011033857,6752326.815711537,1
1.309,802497.0370556877,6617258.470204182,1
1.53,700885.6605201862,7060896.898456111,1
1.469,831190.1045087543,6460907.449752635,1
1.336,674472.1624805684,6854955.861456513,1
1.449,844030.6684574111,6518849.863365562,1
1.5,621171.2164533902,7096346.4904503,1
1.55,401090.3024625139,6345779.737314353,1
1.43,678640.771711563,6242794.06017266,1
1.329,387069.409173358,6814099.13208712,1
1.369,565101.5455966103,6288772.836910708,1
1.36,883151.5015664522,6666354.330462392,1
1.299,328656.77162980073,6828831.691621354,1
1.499,417197.57318614266,6315988.292208899,1
1.388,1019908.4875809376,6783184.13777537,1
1.302,599186.0136726152,6855419.950985017,1
1.349,146108.31096887472,6838229.1899093,1
1.356,901648.0190773129,6290035.051433333,1
1.489,1172614.3162173326,6128363.815228751,1
1.429,717320.9240255329,7025832.74751624,1
1.315,619860.3073983446,6275021.810669079,1
1.301,695783.5044778439,6240489.846005524,1
1.379,418212.12672301667,6314767.228144763,1
1.312,756346.0732772388,6614502.4832117455,1
1.345,607425.6730314761,6816965.523961637,1
1.292,433713.9318075819,6435150.939454304,1
1.478,632367.6392668465,6751136.8127340935,1
1.349,973146.9941208143,6764565.41874622,1
1.594,499191.51654386846,6625715.548122212,1
1.48,530282.7955432284,6760927.26051916,1
1.339,676159.925620841,7050050.299341933,1
1.294,746392.0345212424,6360634.614177461,1
1.52,662349.6478005396,6869464.227740639,1
1.357,575533.4118490733,6461870.632470403,1
1.329,716788.5914921986,7057602.529818292,1
1.29,429267.90434828156,6439187.139220234,1
1.295,715596.3817795914,6947497.456197293,1
1.329,317594.0450356179,6716258.817956907,1
1.417,351593.52787842345,6790928.846592929,1
1.455,801051.2090529213,6506073.172387333,1
1.37,558145.7284719968,6931915.204718911,1
1.38,608398.7890434935,7080772.336134604,1
1.434,457941.1773525662,6574239.124391983,1
1.301,720528.4496963302,6992360.957665255,1
1.331,494354.95823313546,6610316.701650888,1
1.372,717890.8697354593,6812685.4069113145,1
1.329,695150.0094098791,6160909.12529119,1
1.335,352748.2260890824,6679931.258460509,1
1.309,569225.0111029518,6291047.60111318,1
1.329,1013000.6705708965,6891488.596321091,1
1.377,988106.6208876485,6238160.567108829,1
1.55,409032.017433939,6439569.2450113995,1
1.319,447920.7625612193,6905568.677020061,1
1.448,887116.859418612,6259607.9382657,1
1.412,690017.7546554445,6176635.398383361,1
1.415,796238.4346745055,6679328.901888769,1
1.369,414841.13935553096,6867759.881513757,1
1.298,756848.3995691956,6314981.429806854,1
1.47,983415.9598067794,6235089.118627219,1
1.365,884340.6361669383,6869875.712052796,1
1.45,976822.7432640598,6883309.713172676,1
1.373,705138.1304037654,6437636.673615435,1
1.355,908985.7124885342,6463647.241627769,1
1.354,607016.613049607,6877928.235888732,1
1.44,1001054.0174271903,6719872.72944459,1
1.495,1193201.3956942647,6081760.94461097,1
1.396,591636.2374635941,6274508.339349692,1
1.356,699570.1643764174,6922355.062937624,1
1.294,478568.1490540109,6854439.90046205,1
1.439,488544.3632920787,6760526.685549344,1
1.332,490019.70864359086,6937886.304475678,1
1.499,513917.44231700164,6899582.692944704,1
1.359,889832.2819476983,6669385.015190035,1
1.412,619481.3186672109,6927070.77826034,1
1.419,935027.3354622505,6602205.850290797,1
1.299,253877.65336972626,6779363.705577375,1
1.359,813871.5477733314,6505198.71790816,1
1.341,479369.11078338005,6758748.905459615,1
1.313,587686.4485501312,6206780.972052017,1
1.359,1013931.3417818211,6830016.440860084,1
1.298,537357.2961633758,6805707.134405332,1
1.468,900077.8720846727,6940059.579517402,1
1.34,734980.9334923475,6761142.576237672,1
1.329,135402.74060405302,6854058.863716729,1
1.369,513706.24300585315,6345267.091539663,1
1.379,393430.7362339078,6855289.33534555,1
1.359,945499.3668097358,6789737.059096292,1
1.49,1229076.3476537082,6105452.23813315,1
1.347,612108.7900963743,6419296.371864983,1
1.369,695461.0711773427,6807717.026380528,1
1.335,707127.8715142722,6904511.808756519,1
1.36,572337.6711757551,6723061.964965578,1
1.798,660251.5498368203,6834790.616120375,1
1.359,548199.1665909599,6953984.70716416,1
1.343,853722.1779728225,6568372.607568546,1
1.336,518916.28093256516,6740544.287155739,1
1.296,768083.7441525086,6283169.943585253,1
1.302,736295.8249581506,6820743.100696446,1
1.478,783308.3775830776,6444798.5080126785,1
1.365,903689.313333225,6575680.772729238,1
1.378,392057.4851381586,6960609.835404033,1
1.369,963850.8450973982,6588926.448263804,1
1.306,424058.75909610855,6250948.990646726,1
1.399,391204.6751514441,6288223.196469384,1
1.353,521275.5439830326,6356603.41986233,1
1.359,613740.1229166527,6758809.489364643,1
1.36,382084.9037887738,6481152.129118551,1
1.439,1018397.8239102457,6284196.366578361,1
1.408,970720.3977962958,6386526.109237759,1
1.379,976293.0854858921,6822317.600729564,1
1.53,844786.6147963349,6293150.791996775,1
1.302,408465.928281413,6288691.299903682,1
1.319,524671.3800410924,6705321.474998976,1
1.307,859884.990464645,6782441.449207138,1
1.315,442851.25839662604,6514760.24037533,1
1.459,596430.6892945486,6463951.788159861,1
1.349,889329.0030181762,6459411.721257684,1
1.335,1064041.8364515044,6868832.055553031,1
1.444,380474.6056363553,6623739.709058926,1
1.349,807701.3420391893,6504802.12900762,1
1.342,918164.7831960891,6445934.26932723,1
1.292,317376.0787310446,6657699.948804955,1
1.298,718895.2521319396,6250281.093164423,1
1.359,712167.9249044266,6284204.849398823,1
1.367,384293.9929927936,6244078.738629966,1
1.367,924583.2805739514,6872926.108250423,1
1.335,427342.14287804085,6252564.122655168,1
1.37,686285.4866291644,6866401.157600819,1
1.359,678957.4888900663,6763549.872387156,1
1.349,189304.97358625894,6784856.294264007,1
1.315,934128.2890078712,6229294.349185449,1
1.306,678288.8322191333,6858569.601782647,1
1.399,984337.692230775,6401199.140636696,1
1.338,401724.0309486813,6576947.608788021,1
1.372,689565.3335297202,6317563.84336829,1
1.298,434096.4776085231,6430323.221191653,1
1.302,553970.6255287572,6464773.557843436,1
1.364,623052.4227148606,6362917.260752689,1
1.327,381737.9536739867,6571657.879109602,1
1.299,839642.8579210872,6515117.254819851,1
1.359,352010.2895399153,6303761.749266476,1
1.389,686086.3851647761,6536179.374527793,1
1.359,511484.98994231474,6309788.678868565,1
1.418,688700.5008897757,6287130.15835987,1
1.327,378620.6161857336,6572273.559377341,1
1.369,721386.0401194043,7029845.444388516,1
1.5,1227276.0614441175,6182203.510093721,1
1.369,974373.8607170203,6557822.086413308,1
1.303,917839.4432779801,6590626.523250425,1
1.359,932134.1730804181,6805058.005951218,1
1.294,401015.74775778747,6898557.397870586,1
1.31,777409.7069068786,6995963.973716209,1
1.291,291505.69970011176,6745401.3922163565,1
1.336,352933.12399138935,6786811.690501495,1
1.5,651228.0037387738,6843909.221025962,1
1.306,193346.55447802955,6808985.182625818,1
1.419,876680.6472412649,6561924.32688079,1
1.519,337397.7420451952,6275060.400731072,1
1.35,722387.4154681875,6920239.307685476,1
1.399,755778.5651607582,6960702.366045146,1
1.349,502532.45911184035,6763313.105015899,1
1.439,343049.11492311663,6689907.677754147,1
1.415,775307.9899465867,6697244.603430899,1
1.359,302819.8533986767,6728258.896357631,1
1.289,797416.6782919071,6317049.310155324,1
1.37,652565.1047835961,6878829.981846433,1
1.375,632500.556964562,6316445.957912693,1
1.339,810068.7762299414,6390511.138003558,1
1.419,707495.9539607207,6664127.976217695,1
1.324,1029808.9861859626,6286736.018863574,1
1.348,577716.8174533603,6278866.238651663,1
1.356,420498.9057596906,6229404.480469802,1
1.294,706840.9746761518,7060905.4811833,1
1.437,795453.5728967838,6352886.248285607,1
1.338,233075.94936959742,6812166.651696977,1
1.449,606348.1760458773,6611730.136028277,1
1.369,753537.5604533025,6766883.7225127565,1
1.313,805015.5346557159,6723890.616282795,1
1.359,565990.9258874351,6914827.69591569,1
1.373,418074.3532155728,6256004.346000311,1
1.367,714431.8197737756,6799351.235088368,1
1.354,685228.164045221,6777002.588769775,1
1.299,482760.2362857155,6516642.55401808,1
1.399,796055.0399954112,6533312.741418898,1
1.293,620373.8844428781,6753346.601467185,1
1.369,354998.99979768693,6319128.849807968,1
1.342,660841.850223449,6900420.959127304,1
1.49,1182657.8899665307,6105151.534565775,1
1.299,826907.3140731537,6493786.465517038,1
1.309,781997.0726635531,6612156.105691954,1
1.339,439434.47824819526,6604241.255308606,1
1.453,472504.9801424318,6378028.123406091,1
1.349,408795.8483991791,6701457.694885028,1
1.434,687303.5459685696,6424680.386639943,1
1.342,852353.2037530835,6690028.738060984,1
1.355,882988.2400378044,6601882.314512988,1
1.376,688193.1474189498,6717414.700801337,1
1.306,988197.4204677509,6462531.134128691,1
1.328,380604.39785136003,6568238.824150856,1
1.379,993160.5573854363,6795914.997441647,1
1.322,408664.9041117001,6427363.093760456,1
1.308,133692.8803802944,6796847.721949804,1
1.275,874772.1173672128,6294807.691886525,1
1.331,493086.5626561331,6609178.662511941,1
1.43,454206.97060643573,6202105.322026964,1
1.397,962615.0962391007,6278858.068575438,1
1.359,671790.5335959095,6843856.422982097,1
1.429,767517.9331353428,6711262.159539704,1
1.5,946078.9618781833,6440412.2513970435,1
1.549,892772.005581371,6245901.207845095,1
1.345,883719.2552542905,6544125.242254404,1
1.479,449633.69013995153,6772040.488073419,1
1.3,511638.323848009,6800399.663133217,1
1.297,810288.8888963691,6393002.608880104,1
1.412,859546.8459540976,6801403.778783921,1
1.5,365129.07329183124,6618397.874080906,1
1.355,497075.66818579426,6900373.698021764,1
1.349,799109.2732007151,6935487.947331351,1
1.49,939343.4678233395,6308327.547112438,1
1.379,864352.696578302,6289761.89775209,1
1.349,158810.93279206636,6771977.966264732,1
1.379,679752.0527513206,6982243.706232055,1
1.349,355074.27390800865,6930988.126235075,1
1.369,732656.4272814629,6933424.740742199,1
1.296,794115.8478647764,6475177.72989223,1
1.356,564395.8248839488,6271003.643379676,1
1.359,658057.0556563862,6833378.542619343,1
1.301,462618.2439621163,6240004.268513233,1
1.36,798527.2949837643,6478624.105989577,1
1.301,574166.783449467,6288803.125824299,1
1.51,338480.233542689,6268462.7913746415,1
1.305,728475.5841975058,6764436.744469585,1
1.298,489902.035478908,6392010.752742147,1
1.292,952599.4618168542,6699751.61375076,1
1.33,159097.95167458267,6854371.852825265,1
1.369,398803.14011284325,6385184.736510335,1
1.315,530783.4396095045,6859267.135951966,1
1.46,417229.21270440274,6519788.754724988,1
1.48,1228118.2062595568,6194155.826017201,1
1.42,852903.5331267519,6436930.019786463,1
1.339,741853.2320770358,6745566.572980232,1
1.47,700516.6696299193,6417460.86792768,1
1.369,936419.9910459812,6849482.129996339,1
1.399,893560.7497552439,6249241.417978532,1
1.325,255312.15958590753,6870216.858327993,1
1.297,482927.0095264807,6512792.99215188,1
1.374,687319.0946442778,6692616.957792633,1
1.298,619466.3524644119,6879470.203729093,1
1.339,740951.935320833,6744176.918863848,1
1.425,738826.6321239555,6667480.264714265,1
1.416,874772.1629611193,6501467.281275798,1
1.356,628825.0203568836,6313522.197020861,1
1.355,623606.2332512769,6859416.830597319,1
1.329,344417.0086250404,6801992.605306319,1
1.302,525964.5704525561,6514719.275147262,1
1.359,955150.8439416368,6579881.034993731,1
1.338,714707.2970844633,7008722.15983307,1
1.41,479942.6557483527,6511784.617699789,1
1.379,338495.14210634364,6778294.391107413,1
1.429,900358.4507455848,6264559.684138124,1
1.52,1022271.0860589545,6292500.14388879,1
1.446,832396.2987522213,6290434.360170391,1
1.337,797023.967214549,6289025.57657815,1
1.379,730626.2173075338,6579628.739142803,1
1.375,495833.34540049714,6913932.315905577,1
1.549,505921.2204836146,6286261.42682454,1
1.39,814293.2707842884,6932178.802804676,1
1.379,418595.6439847904,6784464.027802615,1
1.31,984226.0714698461,6818501.18673698,1
1.559,940979.476797453,6337956.099813053,1
1.394,759685.391517444,6797343.488191822,1
1.53,1059645.5562180332,6877749.605550912,1
1.52,846003.5953016076,6256240.300772686,1
1.43,956706.778168154,6838669.739498213,1
1.301,164907.54495619726,6788731.3299376285,1
1.318,622756.0069529223,6349498.160218773,1
1.45,788596.963897838,6354788.430313161,1
1.345,420319.3333775783,6444365.022953217,1
1.38,754336.3537089446,6265140.305926427,1
1.377,405100.2223346394,6667919.953237224,1
1.301,651554.952569807,6873793.785409706,1
1.4,785652.2483968418,6594830.331046073,1
1.379,826266.6052385794,6794416.061630735,1
1.325,684372.8799317002,7020352.442056312,1
1.399,739993.9473799578,6527124.819545822,1
1.368,858434.6187267344,6574978.833919312,1
1.439,502493.0217680291,6223945.263761258,1
1.374,694212.5819061147,6698843.310463516,1
1.399,649036.429711277,6870526.998620996,1
1.42,361875.97198973276,6641403.389183819,1
1.347,407732.1233530664,6415329.051013366,1
1.387,745420.9315227283,6756023.346327534,1
1.77,946301.0077388169,6227745.56405068,1
1.352,897689.31970364,6504293.218709181,1
1.52,381145.19526767486,6462305.69997591,1
1.434,860728.157568684,6405097.087815562,1
1.391,603367.3268744375,6181844.96389957,1
1.391,714856.7823140702,6724443.962413818,1
1.379,991692.7194168242,6806477.722614293,1
1.306,522389.0981017101,6383957.761007735,1
1.344,880334.2928494276,6268442.126729285,1
1.342,1028395.0500639408,6750323.941765384,1
1.316,438945.8154345229,6237504.264683267,1
1.329,667636.0363876947,7068821.273970586,1
1.469,890612.8990625767,6751986.977130593,1
1.429,722763.8070797055,6242654.742212802,1
1.54,647133.1539539844,6860948.217830112,1
1.349,517634.1823359028,6766382.9719251245,1
1.475,543187.4094668902,6508827.605190892,1
1.358,642962.5124578727,6655338.789623901,1
1.379,451981.5694392369,6225745.400597715,1
1.339,545733.3592265835,6281295.213775787,1
1.379,869233.9890815325,6365141.539371355,1
1.375,636919.9900750829,6864910.386026911,1
1.293,868107.8978704946,6503497.998821105,1
1.304,928141.7925116371,6839216.427758185,1
1.332,1010837.3586656491,6802511.055263012,1
1.39,835482.4868891169,6569266.733253019,1
1.371,862350.2650749462,6721794.720678047,1
1.292,416352.58805469074,6521780.244742476,1
1.349,548825.8078673129,6874987.884655335,1
1.52,675731.0223576823,6289916.221808825,1
1.499,955405.8848019365,6557581.455185197,1
1.45,863505.6653470071,6714658.880040284,1
1.327,1049450.9698888445,6837526.028315855,1
1.351,652410.3040870731,6979515.812431635,1
1.53,649086.8316394608,6860931.957380918,1
1.339,601517.6707028664,7068104.101959761,1
1.45,536925.2644367486,6696177.315831308,1
1.479,396294.92193776276,6564980.332481034,1
1.294,441660.74019496434,6388628.587852287,1
1.338,987231.6921535333,6712229.489759398,1
1.439,937164.9998108407,6730590.989093246,1
1.305,842260.7719582684,6588517.809385102,1
1.369,752768.1504622815,6823564.593314452,1
1.359,697438.2051182027,7055234.67444612,1
1.311,586326.6569928972,6227133.120633203,1
1.476,932469.5417180546,6830414.944405668,1
1.399,912360.2560260096,6245707.620976644,1
1.55,722000.6218437761,6410900.8875551475,1
1.479,1176259.0534439897,6108858.515116412,1
1.339,1057472.02297047,6863111.86587399,1
1.345,587608.0733236853,6733980.235932687,1
1.369,539989.8099703722,6960294.420345771,1
1.429,929265.8892492601,6687630.402319633,1
1.469,929888.4469560805,6916252.8757614065,1
1.359,635149.7459986861,6752643.496461298,1
1.5,491502.5994920047,6565576.752781306,1
1.509,661093.926234988,6875921.865505412,1
1.389,971969.6704976948,6695667.615981654,1
1.495,503390.80522453884,6192327.8266986525,1
1.375,705285.035099603,6714278.0260503385,1
1.379,526945.5718180528,6834686.517177578,1
1.293,371042.9787289503,6690907.334691452,1
1.358,434315.269188422,6886216.354805866,1
1.359,518335.8028017443,6920170.075943458,1
1.336,306324.89903851744,6788408.3549390305,1
1.354,660985.002032985,6872155.54791751,1
1.302,564072.2796308529,6525820.375949373,1
1.349,882729.0354160188,6475435.034694832,1
1.32,611829.4983008071,6313233.406609956,1
1.449,831160.6100237151,6302826.718553232,1
1.349,509199.5943475991,6396692.345984704,1
1.29,435487.5724687048,6583999.1526593175,1
