x,y
373000,7630600
373200,7630600
373400,7630600
373600,7630600
373800,7630600
374000,7630600
374200,7630600
374400,7630600
374600,7630600
374800,7630600
375000,7630600
375200,7630600
375400,7630600
375600,7630600
375800,7630600
376000,7630600
376200,7630600
376400,7630600
376600,7630600
376800,7630600
377000,7630600
377200,7630600
377400,7630600
377600,7630600
377800,7630600
378000,7630600
378200,7630600
378400,7630600
378600,7630600
378800,7630600
314600,7630800
314800,7630800
315000,7630800
315200,7630800
315400,7630800
315600,7630800
315800,7630800
316000,7630800
316200,7630800
316400,7630800
316600,7630800
316800,7630800
317000,7630800
317200,7630800
317400,7630800
317600,7630800
317800,7630800
318000,7630800
318200,7630800
318400,7630800
318600,7630800
318800,7630800
319000,7630800
319200,7630800
319400,7630800
319600,7630800
319800,7630800
320000,7630800
320200,7630800
320400,7630800
320600,7630800
320800,7630800
321000,7630800
321200,7630800
321400,7630800
321600,7630800
321800,7630800
322000,7630800
322200,7630800
322400,7630800
322600,7630800
322800,7630800
323000,7630800
323200,7630800
323400,7630800
323600,7630800
323800,7630800
324000,7630800
324200,7630800
324400,7630800
324600,7630800
324800,7630800
325000,7630800
325200,7630800
325400,7630800
325600,7630800
325800,7630800
326000,7630800
326200,7630800
326400,7630800
326600,7630800
326800,7630800
327000,7630800
327200,7630800
327400,7630800
327600,7630800
327800,7630800
328000,7630800
328200,7630800
328400,7630800
328600,7630800
328800,7630800
329000,7630800
329200,7630800
329400,7630800
329600,7630800
329800,7630800
330000,7630800
330200,7630800
330400,7630800
330600,7630800
330800,7630800
331000,7630800
331200,7630800
331400,7630800
331600,7630800
331800,7630800
332000,7630800
332200,7630800
332400,7630800
332600,7630800
332800,7630800
333000,7630800
333200,7630800
333400,7630800
333600,7630800
333800,7630800
334000,7630800
334200,7630800
334400,7630800
334600,7630800
334800,7630800
335000,7630800
335200,7630800
335400,7630800
335600,7630800
335800,7630800
336000,7630800
336200,7630800
336400,7630800
336600,7630800
336800,7630800
337000,7630800
337200,7630800
337400,7630800
337600,7630800
337800,7630800
338000,7630800
338200,7630800
338400,7630800
338600,7630800
338800,7630800
339000,7630800
339200,7630800
339400,7630800
339600,7630800
339800,7630800
340000,7630800
340200,7630800
340400,7630800
340600,7630800
340800,7630800
341000,7630800
341200,7630800
341400,7630800
341600,7630800
341800,7630800
342000,7630800
342200,7630800
342400,7630800
342600,7630800
342800,7630800
343000,7630800
343200,7630800
343400,7630800
343600,7630800
343800,7630800
344000,7630800
344200,7630800
344400,7630800
344600,7630800
344800,7630800
345000,7630800
345200,7630800
345400,7630800
345600,7630800
345800,7630800
346000,7630800
346200,7630800
346400,7630800
346600,7630800
346800,7630800
347000,7630800
347200,7630800
347400,7630800
347600,7630800
347800,7630800
348000,7630800
348200,7630800
348400,7630800
348600,7630800
348800,7630800
349000,7630800
349200,7630800
349400,7630800
349600,7630800
349800,7630800
350000,7630800
350200,7630800
350400,7630800
350600,7630800
350800,7630800
351000,7630800
351200,7630800
351400,7630800
351600,7630800
351800,7630800
352000,7630800
352200,7630800
352400,7630800
352600,7630800
352800,7630800
353000,7630800
353200,7630800
353400,7630800
353600,7630800
353800,7630800
354000,7630800
354200,7630800
354400,7630800
354600,7630800
354800,7630800
355000,7630800
355200,7630800
355400,7630800
355600,7630800
355800,7630800
356000,7630800
356200,7630800
356400,7630800
356600,7630800
356800,7630800
357000,7630800
357200,7630800
357400,7630800
357600,7630800
357800,7630800
358000,7630800
358200,7630800
358400,7630800
358600,7630800
358800,7630800
359000,7630800
359200,7630800
359400,7630800
359600,7630800
359800,7630800
360000,7630800
360200,7630800
360400,7630800
360600,7630800
360800,7630800
361000,7630800
361200,7630800
361400,7630800
361600,7630800
361800,7630800
362000,7630800
362200,7630800
362400,7630800
362600,7630800
362800,7630800
363000,7630800
363200,7630800
363400,7630800
363600,7630800
363800,7630800
364000,7630800
364200,7630800
364400,7630800
364600,7630800
364800,7630800
365000,7630800
365200,7630800
365400,7630800
365600,7630800
365800,7630800
366000,7630800
366200,7630800
366400,7630800
366600,7630800
366800,7630800
367000,7630800
367200,7630800
367400,7630800
367600,7630800
367800,7630800
368000,7630800
368200,7630800
368400,7630800
368600,7630800
368800,7630800
369000,7630800
369200,7630800
369400,7630800
369600,7630800
369800,7630800
370000,7630800
370200,7630800
370400,7630800
370600,7630800
370800,7630800
371000,7630800
371200,7630800
371400,7630800
371600,7630800
371800,7630800
372000,7630800
372200,7630800
372400,7630800
372600,7630800
372800,7630800
373000,7630800
373200,7630800
373400,7630800
373600,7630800
373800,7630800
374000,7630800
374200,7630800
374400,7630800
374600,7630800
374800,7630800
375000,7630800
375200,7630800
375400,7630800
375600,7630800
375800,7630800
376000,7630800
376200,7630800
376400,7630800
376600,7630800
376800,7630800
377000,7630800
377200,7630800
377400,7630800
377600,7630800
377800,7630800
378000,7630800
378200,7630800
378400,7630800
378600,7630800
378800,7630800
314600,7631000
314800,7631000
315000,7631000
315200,7631000
315400,7631000
315600,7631000
315800,7631000
316000,7631000
316200,7631000
316400,7631000
316600,7631000
316800,7631000
317000,7631000
317200,7631000
317400,7631000
317600,7631000
317800,7631000
318000,7631000
318200,7631000
318400,7631000
318600,7631000
318800,7631000
319000,7631000
319200,7631000
319400,7631000
319600,7631000
319800,7631000
320000,7631000
320200,7631000
320400,7631000
320600,7631000
320800,7631000
321000,7631000
321200,7631000
321400,7631000
321600,7631000
321800,7631000
322000,7631000
322200,7631000
322400,7631000
322600,7631000
322800,7631000
323000,7631000
323200,7631000
323400,7631000
323600,7631000
323800,7631000
324000,7631000
324200,7631000
324400,7631000
324600,7631000
324800,7631000
325000,7631000
325200,7631000
325400,7631000
325600,7631000
325800,7631000
326000,7631000
326200,7631000
326400,7631000
326600,7631000
326800,7631000
327000,7631000
327200,7631000
327400,7631000
327600,7631000
327800,7631000
328000,7631000
328200,7631000
328400,7631000
328600,7631000
328800,7631000
329000,7631000
329200,7631000
329400,7631000
329600,7631000
329800,7631000
330000,7631000
330200,7631000
330400,7631000
330600,7631000
330800,7631000
331000,7631000
331200,7631000
331400,7631000
331600,7631000
331800,7631000
332000,7631000
332200,7631000
332400,7631000
332600,7631000
332800,7631000
333000,7631000
333200,7631000
333400,7631000
333600,7631000
333800,7631000
334000,7631000
334200,7631000
334400,7631000
334600,7631000
334800,7631000
335000,7631000
335200,7631000
335400,7631000
335600,7631000
335800,7631000
336000,7631000
336200,7631000
336400,7631000
336600,7631000
336800,7631000
337000,7631000
337200,7631000
337400,7631000
337600,7631000
337800,7631000
338000,7631000
338200,7631000
338400,7631000
338600,7631000
338800,7631000
339000,7631000
339200,7631000
339400,7631000
339600,7631000
339800,7631000
340000,7631000
340200,7631000
340400,7631000
340600,7631000
340800,7631000
341000,7631000
341200,7631000
341400,7631000
341600,7631000
341800,7631000
342000,7631000
342200,7631000
342400,7631000
342600,7631000
342800,7631000
343000,7631000
343200,7631000
343400,7631000
343600,7631000
343800,7631000
344000,7631000
344200,7631000
344400,7631000
344600,7631000
344800,7631000
345000,7631000
345200,7631000
345400,7631000
345600,7631000
345800,7631000
346000,7631000
346200,7631000
346400,7631000
346600,7631000
346800,7631000
347000,7631000
347200,7631000
347400,7631000
347600,7631000
347800,7631000
348000,7631000
348200,7631000
348400,7631000
348600,7631000
348800,7631000
349000,7631000
349200,7631000
349400,7631000
349600,7631000
349800,7631000
350000,7631000
350200,7631000
350400,7631000
350600,7631000
350800,7631000
351000,7631000
351200,7631000
351400,7631000
351600,7631000
351800,7631000
352000,7631000
352200,7631000
352400,7631000
352600,7631000
352800,7631000
353000,7631000
353200,7631000
353400,7631000
353600,7631000
353800,7631000
354000,7631000
354200,7631000
354400,7631000
354600,7631000
354800,7631000
355000,7631000
355200,7631000
355400,7631000
355600,7631000
355800,7631000
356000,7631000
356200,7631000
356400,7631000
356600,7631000
356800,7631000
357000,7631000
357200,7631000
357400,7631000
357600,7631000
357800,7631000
358000,7631000
358200,7631000
358400,7631000
358600,7631000
358800,7631000
359000,7631000
359200,7631000
359400,7631000
359600,7631000
359800,7631000
360000,7631000
360200,7631000
360400,7631000
360600,7631000
360800,7631000
361000,7631000
361200,7631000
361400,7631000
361600,7631000
361800,7631000
362000,7631000
362200,7631000
362400,7631000
362600,7631000
362800,7631000
363000,7631000
363200,7631000
363400,7631000
363600,7631000
363800,7631000
364000,7631000
364200,7631000
364400,7631000
364600,7631000
364800,7631000
365000,7631000
365200,7631000
365400,7631000
365600,7631000
365800,7631000
366000,7631000
366200,7631000
366400,7631000
366600,7631000
366800,7631000
367000,7631000
367200,7631000
367400,7631000
367600,7631000
367800,7631000
368000,7631000
368200,7631000
368400,7631000
368600,7631000
368800,7631000
369000,7631000
369200,7631000
369400,7631000
369600,7631000
369800,7631000
370000,7631000
370200,7631000
370400,7631000
370600,7631000
370800,7631000
371000,7631000
371200,7631000
371400,7631000
371600,7631000
371800,7631000
372000,7631000
372200,7631000
372400,7631000
372600,7631000
372800,7631000
373000,7631000
373200,7631000
373400,7631000
373600,7631000
373800,7631000
374000,7631000
374200,7631000
374400,7631000
374600,7631000
374800,7631000
375000,7631000
375200,7631000
375400,7631000
375600,7631000
375800,7631000
376000,7631000
376200,7631000
376400,7631000
376600,7631000
376800,7631000
377000,7631000
377200,7631000
377400,7631000
377600,7631000
377800,7631000
378000,7631000
378200,7631000
378400,7631000
378600,7631000
378800,7631000
314600,7631200
314800,7631200
315000,7631200
315200,7631200
315400,7631200
315600,7631200
315800,7631200
316000,7631200
316200,7631200
316400,7631200
316600,7631200
316800,7631200
317000,7631200
317200,7631200
317400,7631200
317600,7631200
317800,7631200
318000,7631200
318200,7631200
318400,7631200
318600,7631200
318800,7631200
319000,7631200
319200,7631200
319400,7631200
319600,7631200
319800,7631200
320000,7631200
320200,7631200
320400,7631200
320600,7631200
320800,7631200
321000,7631200
321200,7631200
321400,7631200
321600,7631200
321800,7631200
322000,7631200
322200,7631200
322400,7631200
322600,7631200
322800,7631200
323000,7631200
323200,7631200
323400,7631200
323600,7631200
323800,7631200
324000,7631200
324200,7631200
324400,7631200
324600,7631200
324800,7631200
325000,7631200
325200,7631200
325400,7631200
325600,7631200
325800,7631200
326000,7631200
326200,7631200
326400,7631200
326600,7631200
326800,7631200
327000,7631200
327200,7631200
327400,7631200
327600,7631200
327800,7631200
328000,7631200
328200,7631200
328400,7631200
328600,7631200
328800,7631200
329000,7631200
329200,7631200
329400,7631200
329600,7631200
329800,7631200
330000,7631200
330200,7631200
330400,7631200
330600,7631200
330800,7631200
331000,7631200
331200,7631200
331400,7631200
331600,7631200
331800,7631200
332000,7631200
332200,7631200
332400,7631200
332600,7631200
332800,7631200
333000,7631200
333200,7631200
333400,7631200
333600,7631200
333800,7631200
334000,7631200
334200,7631200
334400,7631200
334600,7631200
334800,7631200
335000,7631200
335200,7631200
335400,7631200
335600,7631200
335800,7631200
336000,7631200
336200,7631200
336400,7631200
336600,7631200
336800,7631200
337000,7631200
337200,7631200
337400,7631200
337600,7631200
337800,7631200
338000,7631200
338200,7631200
338400,7631200
338600,7631200
338800,7631200
339000,7631200
339200,7631200
339400,7631200
339600,7631200
339800,7631200
340000,7631200
340200,7631200
340400,7631200
340600,7631200
340800,7631200
341000,7631200
341200,7631200
341400,7631200
341600,7631200
341800,7631200
342000,7631200
342200,7631200
342400,7631200
342600,7631200
342800,7631200
343000,7631200
343200,7631200
343400,7631200
343600,7631200
343800,7631200
344000,7631200
344200,7631200
344400,7631200
344600,7631200
344800,7631200
345000,7631200
345200,7631200
345400,7631200
345600,7631200
345800,7631200
346000,7631200
346200,7631200
346400,7631200
346600,7631200
346800,7631200
347000,7631200
347200,7631200
347400,7631200
347600,7631200
347800,7631200
348000,7631200
348200,7631200
348400,7631200
348600,7631200
348800,7631200
349000,7631200
349200,7631200
349400,7631200
349600,7631200
349800,7631200
350000,7631200
350200,7631200
350400,7631200
350600,7631200
350800,7631200
351000,7631200
351200,7631200
351400,7631200
351600,7631200
351800,7631200
352000,7631200
352200,7631200
352400,7631200
352600,7631200
352800,7631200
353000,7631200
353200,7631200
353400,7631200
353600,7631200
353800,7631200
354000,7631200
354200,7631200
354400,7631200
354600,7631200
354800,7631200
355000,7631200
355200,7631200
355400,7631200
355600,7631200
355800,7631200
356000,7631200
356200,7631200
356400,7631200
356600,7631200
356800,7631200
357000,7631200
357200,7631200
357400,7631200
357600,7631200
357800,7631200
358000,7631200
358200,7631200
358400,7631200
358600,7631200
358800,7631200
359000,7631200
359200,7631200
359400,7631200
359600,7631200
359800,7631200
360000,7631200
360200,7631200
360400,7631200
360600,7631200
360800,7631200
361000,7631200
361200,7631200
361400,7631200
361600,7631200
361800,7631200
362000,7631200
362200,7631200
362400,7631200
362600,7631200
362800,7631200
363000,7631200
363200,7631200
363400,7631200
363600,7631200
363800,7631200
364000,7631200
364200,7631200
364400,7631200
364600,7631200
364800,7631200
365000,7631200
365200,7631200
365400,7631200
365600,7631200
365800,7631200
366000,7631200
366200,7631200
366400,7631200
366600,7631200
366800,7631200
367000,7631200
367200,7631200
367400,7631200
367600,7631200
367800,7631200
368000,7631200
368200,7631200
368400,7631200
368600,7631200
368800,7631200
369000,7631200
369200,7631200
369400,7631200
369600,7631200
369800,7631200
370000,7631200
370200,7631200
370400,7631200
370600,7631200
370800,7631200
371000,7631200
371200,7631200
371400,7631200
371600,7631200
371800,7631200
372000,7631200
372200,7631200
372400,7631200
372600,7631200
372800,7631200
373000,7631200
373200,7631200
373400,7631200
373600,7631200
373800,7631200
374000,7631200
374200,7631200
374400,7631200
374600,7631200
374800,7631200
375000,7631200
375200,7631200
375400,7631200
375600,7631200
375800,7631200
376000,7631200
376200,7631200
376400,7631200
376600,7631200
376800,7631200
377000,7631200
377200,7631200
377400,7631200
377600,7631200
377800,7631200
378000,7631200
378200,7631200
378400,7631200
378600,7631200
378800,7631200
314600,7631400
314800,7631400
315000,7631400
315200,7631400
315400,7631400
315600,7631400
315800,7631400
316000,7631400
316200,7631400
316400,7631400
316600,7631400
316800,7631400
317000,7631400
317200,7631400
317400,7631400
317600,7631400
317800,7631400
318000,7631400
318200,7631400
318400,7631400
318600,7631400
318800,7631400
319000,7631400
319200,7631400
319400,7631400
319600,7631400
319800,7631400
320000,7631400
320200,7631400
320400,7631400
320600,7631400
320800,7631400
321000,7631400
321200,7631400
321400,7631400
321600,7631400
321800,7631400
322000,7631400
322200,7631400
322400,7631400
322600,7631400
322800,7631400
323000,7631400
323200,7631400
323400,7631400
323600,7631400
323800,7631400
324000,7631400
324200,7631400
324400,7631400
324600,7631400
324800,7631400
325000,7631400
325200,7631400
325400,7631400
325600,7631400
325800,7631400
326000,7631400
326200,7631400
326400,7631400
326600,7631400
326800,7631400
327000,7631400
327200,7631400
327400,7631400
327600,7631400
327800,7631400
328000,7631400
328200,7631400
328400,7631400
328600,7631400
328800,7631400
329000,7631400
329200,7631400
329400,7631400
329600,7631400
329800,7631400
330000,7631400
330200,7631400
330400,7631400
330600,7631400
330800,7631400
331000,7631400
331200,7631400
331400,7631400
331600,7631400
331800,7631400
332000,7631400
332200,7631400
332400,7631400
332600,7631400
332800,7631400
333000,7631400
333200,7631400
333400,7631400
333600,7631400
333800,7631400
334000,7631400
334200,7631400
334400,7631400
334600,7631400
334800,7631400
335000,7631400
335200,7631400
335400,7631400
335600,7631400
335800,7631400
336000,7631400
336200,7631400
336400,7631400
336600,7631400
336800,7631400
337000,7631400
337200,7631400
337400,7631400
337600,7631400
337800,7631400
338000,7631400
338200,7631400
338400,7631400
338600,7631400
338800,7631400
339000,7631400
339200,7631400
339400,7631400
339600,7631400
339800,7631400
340000,7631400
340200,7631400
340400,7631400
340600,7631400
340800,7631400
341000,7631400
341200,7631400
341400,7631400
341600,7631400
341800,7631400
342000,7631400
342200,7631400
342400,7631400
342600,7631400
342800,7631400
343000,7631400
343200,7631400
343400,7631400
343600,7631400
343800,7631400
344000,7631400
344200,7631400
344400,7631400
344600,7631400
344800,7631400
345000,7631400
345200,7631400
345400,7631400
345600,7631400
345800,7631400
346000,7631400
346200,7631400
346400,7631400
346600,7631400
346800,7631400
347000,7631400
347200,7631400
347400,7631400
347600,7631400
347800,7631400
348000,7631400
348200,7631400
348400,7631400
348600,7631400
348800,7631400
349000,7631400
349200,7631400
349400,7631400
349600,7631400
349800,7631400
350000,7631400
350200,7631400
350400,7631400
350600,7631400
350800,7631400
351000,7631400
351200,7631400
351400,7631400
351600,7631400
351800,7631400
352000,7631400
352200,7631400
352400,7631400
352600,7631400
352800,7631400
353000,7631400
353200,7631400
353400,7631400
353600,7631400
353800,7631400
354000,7631400
354200,7631400
354400,7631400
354600,7631400
354800,7631400
355000,7631400
355200,7631400
355400,7631400
355600,7631400
355800,7631400
356000,7631400
356200,7631400
356400,7631400
356600,7631400
356800,7631400
357000,7631400
357200,7631400
357400,7631400
357600,7631400
357800,7631400
358000,7631400
358200,7631400
358400,7631400
358600,7631400
358800,7631400
359000,7631400
359200,7631400
359400,7631400
359600,7631400
359800,7631400
360000,7631400
360200,7631400
360400,7631400
360600,7631400
360800,7631400
361000,7631400
361200,7631400
361400,7631400
361600,7631400
361800,7631400
362000,7631400
362200,7631400
362400,7631400
362600,7631400
362800,7631400
363000,7631400
363200,7631400
363400,7631400
363600,7631400
363800,7631400
364000,7631400
364200,7631400
364400,7631400
364600,7631400
364800,7631400
365000,7631400
365200,7631400
365400,7631400
365600,7631400
365800,7631400
366000,7631400
366200,7631400
366400,7631400
366600,7631400
366800,7631400
367000,7631400
367200,7631400
367400,7631400
367600,7631400
367800,7631400
368000,7631400
368200,7631400
368400,7631400
368600,7631400
368800,7631400
369000,7631400
369200,7631400
369400,7631400
369600,7631400
369800,7631400
370000,7631400
370200,7631400
370400,7631400
370600,7631400
370800,7631400
371000,7631400
371200,7631400
371400,7631400
371600,7631400
371800,7631400
372000,7631400
372200,7631400
372400,7631400
372600,7631400
372800,7631400
373000,7631400
373200,7631400
373400,7631400
373600,7631400
373800,7631400
374000,7631400
374200,7631400
374400,7631400
374600,7631400
374800,7631400
375000,7631400
375200,7631400
375400,7631400
375600,7631400
375800,7631400
376000,7631400
376200,7631400
376400,7631400
376600,7631400
376800,7631400
377000,7631400
377200,7631400
377400,7631400
377600,7631400
377800,7631400
378000,7631400
378200,7631400
378400,7631400
378600,7631400
378800,7631400
314600,7631600
314800,7631600
315000,7631600
315200,7631600
315400,7631600
315600,7631600
315800,7631600
316000,7631600
316200,7631600
316400,7631600
316600,7631600
316800,7631600
317000,7631600
317200,7631600
317400,7631600
317600,7631600
317800,7631600
318000,7631600
318200,7631600
318400,7631600
318600,7631600
318800,7631600
319000,7631600
319200,7631600
319400,7631600
319600,7631600
319800,7631600
320000,7631600
320200,7631600
320400,7631600
320600,7631600
320800,7631600
321000,7631600
321200,7631600
321400,7631600
321600,7631600
321800,7631600
322000,7631600
322200,7631600
322400,7631600
322600,7631600
322800,7631600
323000,7631600
323200,7631600
323400,7631600
323600,7631600
323800,7631600
324000,7631600
324200,7631600
324400,7631600
324600,7631600
324800,7631600
325000,7631600
325200,7631600
325400,7631600
325600,7631600
325800,7631600
326000,7631600
326200,7631600
326400,7631600
326600,7631600
326800,7631600
327000,7631600
327200,7631600
327400,7631600
327600,7631600
327800,7631600
328000,7631600
328200,7631600
328400,7631600
328600,7631600
328800,7631600
329000,7631600
329200,7631600
329400,7631600
329600,7631600
329800,7631600
330000,7631600
330200,7631600
330400,7631600
330600,7631600
330800,7631600
331000,7631600
331200,7631600
331400,7631600
331600,7631600
331800,7631600
332000,7631600
332200,7631600
332400,7631600
332600,7631600
332800,7631600
333000,7631600
333200,7631600
333400,7631600
333600,7631600
333800,7631600
334000,7631600
334200,7631600
334400,7631600
334600,7631600
334800,7631600
335000,7631600
335200,7631600
335400,7631600
335600,7631600
335800,7631600
336000,7631600
336200,7631600
336400,7631600
336600,7631600
336800,7631600
337000,7631600
337200,7631600
337400,7631600
337600,7631600
337800,7631600
338000,7631600
338200,7631600
338400,7631600
338600,7631600
338800,7631600
339000,7631600
339200,7631600
339400,7631600
339600,7631600
339800,7631600
340000,7631600
340200,7631600
340400,7631600
340600,7631600
340800,7631600
341000,7631600
341200,7631600
341400,7631600
341600,7631600
341800,7631600
342000,7631600
342200,7631600
342400,7631600
342600,7631600
342800,7631600
343000,7631600
343200,7631600
343400,7631600
343600,7631600
343800,7631600
344000,7631600
344200,7631600
344400,7631600
344600,7631600
344800,7631600
345000,7631600
345200,7631600
345400,7631600
345600,7631600
345800,7631600
346000,7631600
346200,7631600
346400,7631600
346600,7631600
346800,7631600
347000,7631600
347200,7631600
347400,7631600
347600,7631600
347800,7631600
348000,7631600
348200,7631600
348400,7631600
348600,7631600
348800,7631600
349000,7631600
349200,7631600
349400,7631600
349600,7631600
349800,7631600
350000,7631600
350200,7631600
350400,7631600
350600,7631600
350800,7631600
351000,7631600
351200,7631600
351400,7631600
351600,7631600
351800,7631600
352000,7631600
352200,7631600
352400,7631600
352600,7631600
352800,7631600
353000,7631600
353200,7631600
353400,7631600
353600,7631600
353800,7631600
354000,7631600
354200,7631600
354400,7631600
354600,7631600
354800,7631600
355000,7631600
355200,7631600
355400,7631600
355600,7631600
355800,7631600
356000,7631600
356200,7631600
356400,7631600
356600,7631600
356800,7631600
357000,7631600
357200,7631600
357400,7631600
357600,7631600
357800,7631600
358000,7631600
358200,7631600
358400,7631600
358600,7631600
358800,7631600
359000,7631600
359200,7631600
359400,7631600
359600,7631600
359800,7631600
360000,7631600
360200,7631600
360400,7631600
360600,7631600
360800,7631600
361000,7631600
361200,7631600
361400,7631600
361600,7631600
361800,7631600
362000,7631600
362200,7631600
362400,7631600
362600,7631600
362800,7631600
363000,7631600
363200,7631600
363400,7631600
363600,7631600
363800,7631600
364000,7631600
364200,7631600
364400,7631600
364600,7631600
364800,7631600
365000,7631600
365200,7631600
365400,7631600
365600,7631600
365800,7631600
366000,7631600
366200,7631600
366400,7631600
366600,7631600
366800,7631600
367000,7631600
367200,7631600
367400,7631600
367600,7631600
367800,7631600
368000,7631600
368200,7631600
368400,7631600
368600,7631600
368800,7631600
369000,7631600
369200,7631600
369400,7631600
369600,7631600
369800,7631600
370000,7631600
370200,7631600
370400,7631600
370600,7631600
370800,7631600
371000,7631600
371200,7631600
371400,7631600
371600,7631600
371800,7631600
372000,7631600
372200,7631600
372400,7631600
372600,7631600
372800,7631600
373000,7631600
373200,7631600
373400,7631600
373600,7631600
373800,7631600
374000,7631600
374200,7631600
374400,7631600
374600,7631600
374800,7631600
375000,7631600
375200,7631600
375400,7631600
375600,7631600
375800,7631600
376000,7631600
376200,7631600
376400,7631600
376600,7631600
376800,7631600
377000,7631600
377200,7631600
377400,7631600
377600,7631600
377800,7631600
378000,7631600
378200,7631600
378400,7631600
378600,7631600
378800,7631600
314600,7631800
314800,7631800
315000,7631800
315200,7631800
315400,7631800
315600,7631800
315800,7631800
316000,7631800
316200,7631800
316400,7631800
316600,7631800
316800,7631800
317000,7631800
317200,7631800
317400,7631800
317600,7631800
317800,7631800
318000,7631800
318200,7631800
318400,7631800
318600,7631800
318800,7631800
319000,7631800
319200,7631800
319400,7631800
319600,7631800
319800,7631800
320000,7631800
320200,7631800
320400,7631800
320600,7631800
320800,7631800
321000,7631800
321200,7631800
321400,7631800
321600,7631800
321800,7631800
322000,7631800
322200,7631800
322400,7631800
322600,7631800
322800,7631800
323000,7631800
323200,7631800
323400,7631800
323600,7631800
323800,7631800
324000,7631800
324200,7631800
324400,7631800
324600,7631800
324800,7631800
325000,7631800
325200,7631800
325400,7631800
325600,7631800
325800,7631800
326000,7631800
326200,7631800
326400,7631800
326600,7631800
326800,7631800
327000,7631800
327200,7631800
327400,7631800
327600,7631800
